#ind,TIC,period_2g,period_2g_sigma_low,period_2g_sigma_high,chi2_2g,period_pf,period_pf_sigma_low,period_pf_sigma_high,chi2_pf,period_combined,period_combined_sigma_low,period_combined_sigma_high
190,73884611,NaN,0.00010262,0.00009620,NaN,1.64088884,0.00027537,0.00028772,1253452.28730987,1.64088884,0.00027537,0.00028772
191,24972851,4.02177582,0.00000162,0.00000172,3228723.46884076,4.02176384,0.00000307,0.00000285,40301455.78627397,4.02177568,0.00000199,0.00000175
192,88703412,NaN,NaN,NaN,NaN,2.87023620,0.00079543,0.00065879,7106.30979665,2.87023620,0.00079543,0.00065879
193,121156576,7.94943387,0.00020195,0.00020622,249745.50549587,7.94870107,0.00038238,0.00055705,307930.99762661,7.94927043,0.00071483,0.00031112
194,140212820,0.77764921,0.00000841,0.00000777,18432.53906110,0.77751881,0.00000006,0.00000061,20399.17847811,0.77763463,0.00011582,0.00001853
195,121273032,NaN,0.00002719,0.00002746,NaN,3.47549665,0.00029074,0.00014625,73631.12127363,3.47549665,0.00029074,0.00014625
196,98658304,5.93082357,0.00006369,0.00006584,636053.90452854,5.93141067,0.00039810,0.00038914,424808.27178838,5.93102259,0.00023007,0.00062534
197,88977253,2.76770623,0.00020575,0.00020166,10378.16355749,2.76803342,0.00032596,0.00029710,10149.30796703,2.76783569,0.00027318,0.00034495
198,137152301,0.49194519,0.00000773,0.00000785,44345.59606953,0.49199989,0.00001076,0.00001099,50696.82577017,0.49195771,0.00001649,0.00004690
199,133105082,0.44638663,0.00000033,0.00000030,2963761.17895500,0.44638743,0.00000001,0.00000006,2978291.23439328,0.44638740,0.00000093,0.00000005
200,1230647,1.18969023,0.00000777,0.00000943,66122.34615595,1.18969993,0.00002203,0.00000218,72223.35524128,1.18969312,0.00001194,0.00000856
201,13389059,NaN,0.00001055,0.00000975,NaN,30.55136707,0.00007240,0.00000998,95192700.96897817,30.55136707,0.00007240,0.00000998
202,98828631,1.01568938,0.00000108,0.00000107,1280725.43398415,1.01568912,0.00000407,0.00000470,1450644.50497845,1.01568934,0.00000222,0.00000216
203,98853987,2.72839210,0.00000099,0.00000111,9349784.00409566,2.72846390,0.00000173,0.00000148,15123652.17421693,2.72839304,0.00000156,0.00007114
204,1450518,0.33374716,0.00000020,0.00000020,829372.46877948,0.33374614,0.00000029,0.00000029,846269.74887985,0.33374673,0.00000073,0.00000052
205,13684720,12.43790264,0.00030009,0.00029899,31091.43179943,12.43767174,0.00033355,0.00037415,33406.02264405,12.43780312,0.00034623,0.00034328
206,98974882,NaN,0.00001100,0.00001076,NaN,2.13172461,0.00000310,0.00000311,213004.20228207,2.13172461,0.00000310,0.00000311
207,140288359,2.76614968,0.00000523,0.00000479,545890.98468081,2.76616741,0.00000755,0.00002510,596220.16013471,2.76615592,0.00000891,0.00002214
208,74528318,4.67009968,0.00000146,0.00000148,943785.93714133,4.67005081,0.00000296,0.00015142,4110100.18712760,4.67009955,0.00000233,0.00000196
209,121455954,3.51439952,0.00000888,0.00000835,93911805.31267355,3.51440333,0.00135056,0.00016264,89762198.86415085,3.51439957,0.00067611,0.00008425
210,99013269,6.53456260,0.00009715,0.00009490,83598.40300660,6.53477914,0.00006306,0.00006680,83599.68995471,6.53469414,0.00017672,0.00011949
211,13840107,2.76583833,0.00029913,0.00029446,81523.62070508,2.76562222,0.00002004,0.00003385,83998.08894759,2.76564573,0.00004832,0.00034431
212,144462697,1.23397463,0.00000194,0.00000207,318259.98699971,1.23396690,0.00000303,0.00000320,237136.28594310,1.23397036,0.00000525,0.00000505
213,38399380,0.56809988,0.00000058,0.00000057,2351860.11185105,0.56809466,0.00000025,0.00000512,2208886.44390366,0.56809928,0.00000474,0.00000108
214,13957444,3.74047549,0.00000866,0.00000842,197339.09308319,3.74040608,0.00000880,0.00000844,427391.03269908,3.74047010,0.00006409,0.00001142
215,140493525,0.30897912,0.00000011,0.00000014,2156942.62342704,0.30898251,0.00000040,0.00000061,2971926.29131067,0.30897927,0.00000022,0.00000344
216,75352949,0.47209600,0.00000195,0.00000189,101037.83140190,0.47209464,0.00000331,0.00000343,140077.94462983,0.47209564,0.00000275,0.00000229
217,38423705,0.53365688,0.00000326,0.00000087,24570.94927645,0.53365191,0.00000358,0.00000355,30330.36198389,0.53365473,0.00000445,0.00000278
218,99135783,3.23860462,0.00017953,0.00018352,626981.54721144,3.23893397,0.00062192,0.00036314,618983.47743474,3.23868085,0.00028327,0.00043185
219,121595243,NaN,NaN,NaN,NaN,1.05667532,0.00000000,0.00000124,10644.26696648,1.05667532,0.00000000,0.00000124
220,140659980,9.44006449,0.00000235,0.00000220,3222358.28594987,9.44007082,0.00000364,0.00000381,5589098.18682389,9.44006592,0.00000305,0.00000555
221,126232983,4.53620246,0.00048567,0.00049206,15927.24399569,4.53597197,0.00104350,0.00097134,15443.61983556,4.53612731,0.00076548,0.00066697
222,12529950,2.40026162,0.00025507,0.00013127,52045.35558477,2.40087858,0.00006155,0.00006366,31203.77300898,2.40082457,0.00061634,0.00009527
223,75490265,3.73835805,0.00019444,0.00019369,5148.32474687,3.73830177,0.00029357,0.00033635,4710.69297432,3.73833918,0.00025387,0.00025190
224,2353789,1.87166809,0.00005668,0.00005499,15652.86666218,1.87154327,0.00000669,0.00002400,15775.46330932,1.87158118,0.00004121,0.00011185
225,126336928,0.69804600,0.00000018,0.00000016,3670809.07408082,0.69804014,0.00000018,0.00000018,3254212.18963772,0.69804043,0.00000039,0.00000563
226,32008233,0.14161306,0.00000057,0.00000072,60143.64159333,0.14161126,0.00000093,0.00000134,60328.75194095,0.14161253,0.00000169,0.00000096
227,89502706,0.47946907,0.00000360,0.00000373,72631.29001943,0.47945763,0.00000504,0.00000476,60413.08320143,0.47946310,0.00000825,0.00000737
228,126446153,4.21027830,0.00001945,0.00001979,553294.31163191,4.20987395,0.00010500,0.00022823,240977.88066940,4.21000844,0.00021186,0.00027354
229,117925262,0.60131121,0.00002118,0.00002119,60873.61831480,0.60130699,0.00007167,0.00002991,61213.39672610,0.60130902,0.00004054,0.00002474
230,144700903,2.32636668,0.00135817,0.00109407,8390.00822545,2.32635735,0.00055326,0.00033471,8376.53185833,2.32635780,0.00086250,0.00062093
231,89543393,NaN,0.00000130,0.00000132,NaN,0.47079209,0.00000084,0.00000098,91656.18699084,0.47079209,0.00000084,0.00000098
232,121714982,0.86020218,0.00001331,0.00001309,33432.92734791,NaN,NaN,NaN,66699.32648155,0.86020211,0.00001304,0.00001331
233,75818403,NaN,0.00000107,0.00000102,NaN,0.56355100,0.00000048,0.00000048,397814.96765452,0.56355100,0.00000048,0.00000048
234,117978580,0.52725685,0.00000028,0.00000026,534932.63235849,0.52717901,0.00000765,0.00000034,2057643.87296723,0.52725675,0.00007749,0.00000032
235,63192395,3.06498755,0.00000173,0.00000173,1121762.24049883,3.06516304,0.00000808,0.00000014,2455319.90022814,3.06498856,0.00000233,0.00017429
236,144804862,2.38485813,0.00006011,0.00006670,42443.21777821,2.38466472,0.00007585,0.00007765,30521.96904207,2.38474167,0.00012364,0.00013888
237,99641129,0.09564629,0.00000038,0.00000038,33654.39262929,0.09564662,0.00000028,0.00000028,23662.24631816,0.09564651,0.00000039,0.00000033
238,126602778,0.71211255,0.00000047,0.00000047,647049.15120545,0.71211796,0.00000075,0.00000069,325454.98992792,0.71211744,0.00000495,0.00000103
239,3311888,4.00027987,0.00000176,0.00000178,1664273283.10764527,4.00072942,0.00049613,0.00000528,1654359001.97131038,4.00028155,0.00000400,0.00045023
240,99646802,NaN,0.00000142,0.00000136,NaN,0.71555700,0.00000031,0.00000038,147429.16941514,0.71555700,0.00000031,0.00000038
241,121866154,9.45525756,0.00039604,0.00039987,42055.40196149,9.45791821,0.00038138,0.00030875,110240.46327027,9.45545510,0.00049784,0.00239282
242,14091704,0.76501617,0.00003520,0.00003622,17058.13662550,0.76504241,0.00008516,0.00009171,17168.16621434,0.76502402,0.00005135,0.00006527
243,75969405,4.61050549,0.00000710,0.00000652,200740.78978797,4.61048359,0.00013263,0.00002078,24333947.47879769,4.61050549,0.00000730,0.00000650
244,66080183,0.40115982,0.00000006,0.00000007,211665.61107929,0.40115883,0.00000012,0.00000012,814772.21002106,0.40115980,0.00000087,0.00000008
245,3815360,19.58237625,0.01063534,0.01354892,72237.51096654,19.98861118,0.00876483,0.00926262,84871.11876547,19.60142025,0.02485428,0.39086632
246,76658755,1.05007093,0.00008704,0.00008922,10447.93692271,NaN,NaN,NaN,10440.59753871,1.05006976,0.00008489,0.00008775
247,66102144,2.29271557,0.00009752,0.00008919,20542.28916691,2.29266455,0.00004173,0.00004460,16312.37309052,2.29267714,0.00005494,0.00007669
248,122070918,1.06480130,0.00001112,0.00001148,25255.62728452,1.06500670,0.00008390,0.00001825,24039.16091931,1.06484601,0.00005011,0.00017045
249,32050581,3.11314897,0.00001457,0.00001331,36418.37648688,3.11314476,0.00002104,0.00002060,47949.94933223,3.11314763,0.00001771,0.00001558
250,3816260,NaN,0.00013969,0.00014520,NaN,13.12815955,0.00009122,0.00009467,100260.84950385,13.12815955,0.00009122,0.00009467
251,122104276,3.54422596,0.00057328,0.00055559,12956.74941886,3.54168663,0.00001361,0.00000341,21117.53082126,3.54374316,0.00205919,0.00086156
252,14207118,2.70461100,0.00000410,0.00000415,1113406.71841893,2.70465507,0.00000599,0.00000586,710940.13711562,2.70464964,0.00003956,0.00000912
253,12723924,22.00021064,0.00013543,0.00013592,310661.09279975,22.00516184,0.00024149,0.00024575,1198415.69637434,22.00025790,0.00015935,0.00472161
254,76758733,15.57475743,0.00090742,0.00088009,67448.68712539,14.63832420,0.00708881,0.00662988,82587.46761017,15.57343300,0.93780955,0.00180285
255,145586291,3.99022586,0.00070092,0.00075192,21617.73177162,3.98762658,0.00038828,0.00085019,22050.38529555,3.98905308,0.00160960,0.00151781
256,63280198,NaN,0.00005348,0.00004213,NaN,2.04784306,0.00009387,0.00055156,230114.93865577,2.04784306,0.00009387,0.00055156
257,99813351,16.37342904,0.00087389,0.00090088,30663.12948407,16.37551297,0.00124732,0.00133257,74246.88336470,16.37380817,0.00107725,0.00168696
258,89761288,NaN,0.00000642,0.00000836,NaN,6.51731978,0.00000394,0.00000543,318803665.81694686,6.51731978,0.00000394,0.00000543
259,53713272,3.98966928,0.00008364,0.00008489,22119.18479568,3.98986438,0.00013954,0.00009604,22165.97708949,3.98974119,0.00012459,0.00016924
260,4247738,1.30223975,0.00001731,0.00001696,10278.04893794,1.30220165,0.00000128,0.00000000,19062.85246871,1.30223356,0.00003241,0.00002044
261,147610499,0.52885061,0.00000014,0.00000014,275876.00190183,0.52885028,0.00000021,0.00000028,252159.71473004,0.52885049,0.00000032,0.00000021
262,4254645,NaN,NaN,NaN,46754118677.54928589,NaN,NaN,NaN,45187705696.55773926,NaN,NaN,NaN
263,63291675,8.09814274,0.00008238,0.00007988,74294.11903653,8.09818194,0.00007536,0.00007013,149239.53368954,8.09815512,0.00008115,0.00007841
264,76923707,4.53078808,0.00032761,0.00033243,20061.41818303,4.53107317,0.00000968,0.00002143,20762.95459890,4.53106481,0.00043408,0.00003193
265,89787749,0.54133630,0.00000651,0.00000744,118141.19872267,0.54126669,0.00021897,0.00009769,123026.39696086,0.54133213,0.00016063,0.00001340
266,38462522,2.71297222,0.00202462,0.00208033,61029.15555681,1.35700182,0.00004846,0.00007163,36338.70083820,1.35790732,0.00074445,1.35550570
267,14679411,6.05040153,0.00007141,0.00007431,2523139.43692426,6.05011131,0.00004756,0.00006634,2269903.72738156,6.05022172,0.00013444,0.00021100
268,146039664,17.83729949,0.00039938,0.00045895,86693.42044716,17.83992423,0.00041734,0.00291997,90879.51408062,17.83823012,0.00113600,0.00308847
269,63309085,0.34649934,0.00000028,0.00000023,8184937.54142571,0.34649668,0.00000226,0.00000080,8334976.93204555,0.34649867,0.00000316,0.00000078
270,150031040,NaN,NaN,NaN,NaN,9.76671640,0.01308151,0.00754206,11358.49743243,9.76671640,0.01308151,0.00754206
271,146344020,2.49420239,0.00007614,0.00008484,46392.36279856,2.49440671,0.00014604,0.00011463,25255.83940422,2.49431811,0.00014627,0.00016405
272,14709809,9.39803657,0.00003950,0.00002955,633876750.12415767,9.39352971,0.00001823,0.00001824,476252304.28282332,9.39355041,0.00003144,0.00449581
273,53847727,NaN,0.00006085,0.00005945,NaN,3.01135322,0.00004813,0.00003581,121968.91089150,3.01135322,0.00004813,0.00003581
274,14826027,0.91257981,0.00000124,0.00000162,2563688.58418057,0.91236309,0.00000144,0.00000177,2577969.99805392,0.91236750,0.00000512,0.00021307
275,137205922,3.30024891,0.00002934,0.00002972,47674.58438375,3.30025463,0.00007384,0.00008640,42747.76223265,3.30025083,0.00004798,0.00005579
276,66509654,5.28947831,0.00007209,0.00008346,31477.18966959,5.29039977,0.00014162,0.00013517,54335.46869716,5.28954537,0.00011624,0.00087784
277,63315565,0.85535517,0.00000064,0.00000056,526490.44284465,0.85535387,0.00000471,0.00000478,529037.03990247,0.85535503,0.00000349,0.00000133
278,146439804,22.02217839,0.00027675,0.00029457,50190.89085787,22.66163783,0.04700251,0.01595166,140528.44737136,22.02230696,0.00045631,0.62437770
279,38494096,4.89444160,0.00074292,0.00067929,9396.39549798,4.90011853,0.00000000,0.00078374,12702.13752712,4.89477604,0.00090029,0.00577434
280,103452621,6.41990277,0.00001850,0.00001708,68079.29635310,6.41989169,0.00000983,0.00000061,68256.43107173,6.41989204,0.00000965,0.00001897
281,63328020,NaN,0.00000248,0.00000271,NaN,1.10574043,0.00000098,0.00000094,195008.33625955,1.10574043,0.00000098,0.00000094
282,4723156,9.49021787,0.00005342,0.00005290,80420.22916050,9.48999610,0.00007139,0.00007016,370929.11927799,9.49020238,0.00012589,0.00005976
283,14948284,2.70358297,0.00000760,0.00000710,31705315.09101326,2.70108847,0.00000042,0.00002487,30430570.74295204,2.70113802,0.00004963,0.00244811
284,63370066,5.55411874,0.00013234,0.00012890,24668.58368744,5.55426605,0.00015756,0.00015964,16974.95005156,5.55420026,0.00015749,0.00017288
285,25156751,1.74332762,0.00036330,0.00012000,11607.95036864,1.74250407,0.00000000,0.00075451,12479.36316305,1.74324859,0.00042714,0.00020385
286,66573768,NaN,0.00015686,0.00001175,NaN,1.65322274,0.00002727,0.00000177,342556.75861135,1.65322274,0.00002727,0.00000177
287,53963396,NaN,0.00004940,0.00004900,NaN,2.73358132,0.00002035,0.00001181,257010.23511852,2.73358132,0.00002035,0.00001181
288,4957914,1.24634959,0.00003771,0.00004407,15394.75128249,NaN,NaN,NaN,20634.31709374,1.24634917,0.00003758,0.00004386
289,83222019,11.63768674,0.00003549,0.00003667,78376.25021845,11.63755205,0.00003336,0.00000910,180918.15572512,11.63766719,0.00011422,0.00004730
290,4971740,0.86793562,0.00016178,0.00016313,18596.28074223,0.86771496,0.00048991,0.00027309,18676.83410519,0.86785265,0.00036680,0.00021353
291,83391903,2.47731775,0.00014539,0.00014128,23960.11494312,2.47739970,0.00003487,0.00005059,23769.41381920,2.47738428,0.00013741,0.00006822
292,53997651,2.91733042,0.00001642,0.00001535,16250.40664684,2.91737730,0.00001856,0.00001668,335412.95793845,2.91733144,0.00001639,0.00001677
293,118271395,0.39978541,0.00000007,0.00000007,32110594.99070101,0.39978647,0.00000007,0.00000022,31090675.58274856,0.39978631,0.00000094,0.00000026
294,83449549,3.42400317,0.00003462,0.00003610,1631239.61419594,3.42587244,0.00030103,0.00074057,1527139.50510938,3.42531042,0.00132236,0.00092206
295,118271404,NaN,0.00000061,0.00000063,NaN,0.39978291,0.00000007,0.00000062,327617.66188100,0.39978291,0.00000007,0.00000062
296,41431247,1.01983115,0.00006328,0.00017377,28024.95249837,1.01967158,0.00023642,0.00019668,27659.00903869,1.01979118,0.00023231,0.00016341
297,38541473,6.06023679,0.00036014,0.00035241,28012.75371511,6.06069739,0.00060577,0.00047954,26973.40294299,6.06041148,0.00046093,0.00054924
298,137310514,4.05355913,0.00005827,0.00006513,200557.47215587,4.05348222,0.00010760,0.00010560,228649.21522018,4.05353338,0.00010221,0.00007888
299,141943694,1.83442963,0.00002517,0.00003456,69689.13918939,1.83460516,0.00020451,0.00025022,74212.42927333,1.83445471,0.00004967,0.00026560
300,15613315,0.71662639,0.00000070,0.00000065,467200.23077829,0.71663175,0.00000101,0.00000103,2024396.18579237,0.71662658,0.00000081,0.00000409
301,66786762,16.68859888,0.00087978,0.00086896,53236.18643318,16.68809717,0.00046668,0.00040643,42453.92129956,16.68823211,0.00058265,0.00074883
302,5506314,8.25388147,0.00026791,0.00028162,138760.47563656,8.25847565,0.00083900,0.00110677,140664.21557416,8.25450219,0.00075162,0.00449066
303,90836525,0.31387504,0.00000012,0.00000008,494382.86295831,0.31388569,0.00000122,0.00000250,484615.23493439,0.31388314,0.00000816,0.00000382
304,15795549,0.89119128,0.00000025,0.00000024,23924596.00232487,0.89119455,0.00000017,0.00000016,14905386.11624146,0.89119440,0.00000317,0.00000025
305,90935391,2.67234582,0.00037098,0.00036560,6276.62652339,2.67274139,0.00033908,0.00026431,6215.29477550,2.67254804,0.00041836,0.00036740
306,146601322,NaN,0.00000064,0.00000069,13071591.78010904,0.98704846,0.00000024,0.00000023,32470190.24927617,0.98704846,0.00000024,0.00000022
307,12862119,11.20142697,0.01070438,0.01123545,12394.16695837,11.19205428,0.00278463,0.00348253,12492.08806052,11.19429805,0.00483576,0.01225763
308,150101472,3.27858785,0.00022839,0.00022681,704889.59655531,3.27846886,0.00003528,0.00001865,190763.90899413,3.27847115,0.00004105,0.00003331
309,77557473,NaN,0.00000160,0.00000164,NaN,0.58156765,0.00000176,0.00000148,74794.62543917,0.58156765,0.00000176,0.00000148
310,67296459,0.32123840,0.00000227,0.00000226,55010.15553033,0.32123738,0.00000081,0.00000066,47723.05363124,0.32123759,0.00000113,0.00000176
311,16316642,4.02188405,0.00000607,0.00000632,6866874.82928114,4.02136713,0.00000699,0.00000246,7235918.23581904,4.02187020,0.00050642,0.00001701
312,12915124,3.16424777,0.00000581,0.00000594,200096.21895369,3.16428871,0.00001174,0.00000908,1350125.09581605,3.16424876,0.00000626,0.00000989
313,118389230,3.82029872,0.00064620,0.00065875,49426674.13955755,4.27624611,0.00030407,0.00027816,5992511.65424980,4.27620870,0.00049894,0.00031976
314,146688260,0.50306686,0.00000118,0.00000113,75296.75961957,0.50306314,0.00000071,0.00000066,63869.88957253,0.50306402,0.00000129,0.00000326
315,91369561,3.98304869,0.00001022,0.00001054,796938.76292241,3.98316420,0.00001739,0.00001837,865117.98196340,3.98306807,0.00002428,0.00010366
316,153166843,0.96585049,0.00000091,0.00000105,705708.38866111,0.96598450,0.00000116,0.00000113,669602.47923584,0.96598214,0.00013205,0.00000293
317,77951245,10.71527378,0.00028873,0.00039707,16146.84620421,10.71487784,0.00039085,0.00043870,15798.45727413,10.71511803,0.00044436,0.00042286
318,16485009,1.00561504,0.00004574,0.00005008,4106.17423715,1.00561326,0.00007018,0.00006803,4235.42100638,1.00561430,0.00005840,0.00005946
319,63454475,NaN,0.00000039,0.00000039,NaN,1.86740745,0.00000000,0.00000000,413753496.37118077,1.86740745,0.00000000,0.00000000
320,67474119,0.45696966,0.00000024,0.00000028,174136.99451545,0.45696879,0.00000105,0.00000082,813725.52218058,0.45696962,0.00000038,0.00000030
321,54637745,8.95299052,0.01099366,0.01061409,4648.29761032,8.94381626,0.00356503,0.00781070,NaN,8.95299052,0.01099366,0.01061409
322,16547388,2.61436019,0.00023845,0.00025342,224972.76298045,2.63602765,0.00005429,0.00002168,462128.18211020,2.61452601,0.00033695,0.02149912
323,54957535,0.79284648,0.00000246,0.00000249,271882.79879942,0.79282928,0.00000379,0.00000363,179539.12702489,0.79283282,0.00000596,0.00001434
