#ind,TIC,period_2g,period_2g_sigma_low,period_2g_sigma_high,chi2_2g,period_pf,period_pf_sigma_low,period_pf_sigma_high,chi2_pf,period_combined,period_combined_sigma_low,period_combined_sigma_high
699,218821972,3.53708924,0.00182946,0.00178828,12495.71737988,3.54007770,0.00062002,0.00012331,12594.02251657,3.53928237,0.00308049,0.00086634
700,28449295,2.37805397,0.00011659,0.00011869,21823.98973667,2.37775538,0.00005442,0.00005835,21262.00131385,2.37784860,0.00012038,0.00025802
701,28498786,0.78176560,0.00001875,0.00001661,34520.43727724,0.78175174,0.00002919,0.00002965,27668.42005004,0.78175906,0.00002655,0.00002246
702,28586609,3.86679662,0.00006883,0.00006756,25401.73383082,3.86677364,0.00003800,0.00005863,25219.90667655,3.86678441,0.00005143,0.00006467
703,154840461,6.03611381,0.00003293,0.00003376,73134.50333471,6.03465936,0.00247273,0.00106953,70247.42416277,6.03606752,0.00262317,0.00007163
704,142443425,0.15412568,0.00000025,0.00000026,326748.66379037,0.15412580,0.00000020,0.00000017,228394.12906385,0.15412576,0.00000023,0.00000020
705,151267228,NaN,NaN,NaN,NaN,9.09323200,0.00007716,0.00300393,8884.00074037,9.09323200,0.00007716,0.00300393
706,57229803,3.64974425,0.00000482,0.00000480,1116625.01542276,3.64972202,0.00001353,0.00000930,1291621.08311752,3.64973826,0.00002159,0.00000859
707,231093356,NaN,0.00000170,0.00000171,NaN,3.47033125,0.00000256,0.00000224,29506011.46981022,3.47033125,0.00000256,0.00000224
708,151516273,NaN,0.00001435,0.00001471,NaN,1.17814492,0.00001008,0.00000200,84184.32393931,1.17814492,0.00001008,0.00000200
709,57232909,NaN,0.00000249,0.00000265,NaN,NaN,NaN,NaN,35638493.15298041,NaN,NaN,NaN
710,219238496,NaN,0.00000451,0.00000434,NaN,6.50547066,0.00000200,0.00000240,2308384.66723315,6.50547066,0.00000200,0.00000240
711,155479809,NaN,0.00002480,0.00002296,NaN,2.69876071,0.00000489,0.00000494,110093.66424230,2.69876071,0.00000489,0.00000494
712,159298033,1.72483984,0.00000002,0.00000002,337665060.21150506,1.72483741,0.00000007,0.00000053,346491334.89139539,1.72483979,0.00000242,0.00000006
713,202839485,0.41286721,0.00001809,0.00001789,12028.94565451,0.41286120,0.00001803,0.00001945,10994.61580878,0.41286382,0.00001797,0.00001907
714,234518605,5.67790683,0.00005424,0.00005873,227539.37207817,5.67848916,0.00044313,0.00046349,225467.37900201,5.67797735,0.00010853,0.00073928
715,167722708,NaN,NaN,NaN,NaN,35.29163245,0.00171925,0.00212271,88613.18607172,35.29163245,0.00171925,0.00212271
716,183979262,NaN,0.00004364,0.00003832,NaN,3.43076088,0.00002469,0.00002594,104772.35908727,3.43076088,0.00002469,0.00002594
717,193948188,5.61810172,0.00001708,0.00001814,32857.84223660,5.61811227,0.00001024,0.00001271,32742.74378197,5.61810872,0.00001595,0.00001481
718,161287859,NaN,0.00000334,0.00000325,NaN,0.56614901,0.00000119,0.00000117,221485.20297446,0.56614901,0.00000119,0.00000117
719,50758245,4.51466793,0.00001183,0.00001221,994903.81355442,4.50153184,0.00001774,0.00122789,13804070.42938208,4.51466697,0.00001566,0.00001445
720,165626871,8.25709087,0.00000163,0.00000166,350452.46663078,8.25709542,0.00000387,0.00001860,270405.01817495,8.25709261,0.00000274,0.00001377
721,229495981,NaN,0.00002460,0.00002921,NaN,9.04163944,0.00001788,0.00002284,341163.18172514,9.04163944,0.00001788,0.00002284
722,161563111,NaN,0.00000018,0.00000017,NaN,0.71777144,0.00000491,0.00000156,8108543.65669766,0.71777144,0.00000491,0.00000156
723,50849800,NaN,0.00000052,0.00000053,NaN,1.42834918,0.00002010,0.00000059,28594000.36893961,1.42834918,0.00002010,0.00000059
724,219244444,0.30370145,0.00000006,0.00000007,204057.79050305,0.30370333,0.00000040,0.00000019,136945.44993130,0.30370295,0.00000151,0.00000050
725,234933888,6.90647035,0.00089103,0.00094287,1935476.07603635,6.94443292,0.00013675,0.00008350,525813.60926707,6.94438473,0.03730004,0.00011889
726,167747439,6.13122355,0.00004905,0.00004937,181126.79279766,6.13119970,0.00002739,0.00002354,104315.84982887,6.13120488,0.00003171,0.00003645
727,51024887,8.26722903,0.01217277,0.01216649,10639.88363753,8.24477604,0.00000000,0.00000000,10843.82746207,8.26698926,0.01195597,0.01244053
728,152223725,NaN,0.00000976,0.00001106,NaN,4.43637187,0.00000992,0.00000443,11902547.90789444,4.43637187,0.00000992,0.00000443
729,219310882,0.75421079,0.00006388,0.00006335,8588.17558284,0.75418146,0.00003230,0.00000000,8712.55462470,0.75417801,0.00003611,0.00007934
730,184008771,11.02512249,0.00004281,0.00004439,343840.66378873,11.02517024,0.00014301,0.00018104,461631.02204611,11.02513094,0.00006334,0.00010619
731,51155192,3.22377899,0.00111221,0.00117783,13140.41311366,3.22491221,0.00083003,0.00097531,12177.24092689,3.22445230,0.00124105,0.00111008
732,229503517,3.97544410,0.00342342,0.00318225,11339.45885992,3.97401413,0.00126541,0.00201330,11549.12014763,3.97453786,0.00203424,0.00287331
733,184089083,0.37841548,0.00000262,0.00000274,31399.50397646,NaN,NaN,NaN,27008.03923376,0.37841547,0.00000259,0.00000269
734,203001339,9.06734010,0.00002327,0.00002277,279583.98471908,9.06731344,0.00005533,0.00006429,1652454.04753283,9.06733885,0.00002750,0.00002475
735,219322317,8.54368380,0.00071450,0.00062941,37744.01391251,8.54442848,0.00120805,0.00100638,39338.31120371,8.54391588,0.00089078,0.00101203
736,235000061,0.35771590,0.00000007,0.00000007,4619454.07843689,0.35771525,0.00000014,0.00000019,474751.38197850,0.35771528,0.00000015,0.00000025
737,231279823,5.96750596,0.00061960,0.00062235,40034.60593999,5.96910622,0.00003267,0.00000000,36528.09913026,5.96796800,0.00089324,0.00111883
738,219328400,0.33903859,0.00000104,0.00000116,74513.86591791,0.33903808,0.00000267,0.00000490,750909.53838833,0.33903858,0.00000113,0.00000126
739,51325134,1.59951950,0.00013122,0.00013532,11552.32091391,1.59941838,0.00001676,0.00002801,10832.41048226,1.59943454,0.00003469,0.00014576
740,167792080,3.25354746,0.00042623,0.00042191,30790.12700953,3.25346675,0.00000000,0.00000000,30770.68372506,3.25354334,0.00040859,0.00042937
741,193971913,3.79284641,0.00000298,0.00000313,212931.66707149,3.79284276,0.00000137,0.00000160,117810.72750700,3.79284356,0.00000188,0.00000333
742,219328784,1.96394382,0.00021585,0.00023526,212323.87947495,1.96131539,0.00000000,0.00000000,215294.97957535,1.96394267,0.00021733,0.00023065
743,231293332,1.78787530,0.00000721,0.00000733,361932.80644893,1.78788363,0.00000207,0.00000179,319352.17528272,1.78788206,0.00000960,0.00000302
744,51912829,0.83543481,0.00001304,0.00001242,38054.18626720,0.83540584,0.00000000,0.00000015,36980.30205775,0.83542555,0.00001962,0.00001796
745,203387944,3.31125415,0.00069062,0.00070153,10523.63134125,3.31027446,0.00029809,0.00028321,10322.84734234,3.31055366,0.00046707,0.00103400
746,155657579,0.18407002,0.00000130,0.00000137,34104.92942162,0.18406946,0.00000231,0.00000167,33614.74878494,0.18406980,0.00000182,0.00000149
747,231714759,5.46122986,0.00000584,0.00000567,61341164.18383335,5.46131272,0.00000870,0.00000893,20845829.45756105,5.46130895,0.00007706,0.00001085
748,198366673,1.75992220,0.00000606,0.00000701,82459.79805431,1.75992945,0.00000386,0.00000366,44022.58512309,1.75992788,0.00000670,0.00000456
749,235073057,3.48613416,0.00005360,0.00002916,2193910.43086209,3.48497853,0.00028355,0.00069068,2221100.92153895,3.48605287,0.00119358,0.00009912
750,219016721,4.18414358,0.00002307,0.00002167,335311.69000310,4.23477339,0.00031756,0.00033582,803642.87839269,4.18415674,0.00003375,0.05059683
751,161577376,8.28573248,0.00010515,0.00010641,82218.90941011,8.28564451,0.00022557,0.00010309,76318.11384390,8.28568643,0.00017046,0.00011373
752,219346326,0.42574093,0.00000004,0.00000004,19170583.22123163,0.42573698,0.00000000,0.00000011,19312213.83259275,0.42574090,0.00000385,0.00000006
753,194132691,NaN,0.00086912,0.00083572,NaN,11.64334980,0.00027465,0.00016688,45245.48238939,11.64334980,0.00027465,0.00016688
754,235385233,0.40965410,0.00000494,0.00000433,2699.41875623,0.40964965,0.00000349,0.00000375,2657.02205286,0.40965164,0.00000450,0.00000493
755,179368346,0.26266832,0.00000010,0.00000009,1338683.23141341,0.26266872,0.00000017,0.00000015,1175685.96599522,0.26266849,0.00000021,0.00000031
756,194303300,NaN,NaN,NaN,NaN,2.50163945,0.00171687,0.00036727,6740.55867242,2.50163945,0.00171687,0.00036727
757,220397947,3.55202703,0.00000080,0.00000088,218036.97221939,NaN,NaN,NaN,2219361.72096994,3.55202703,0.00000081,0.00000087
758,251094451,0.36311429,0.00000074,0.00000072,97110120.84235203,0.36310869,0.00000039,0.00000037,26436135.39518541,0.36310882,0.00000046,0.00000493
759,167795859,6.21282559,0.00002324,0.00002252,82915.72897771,6.21302216,0.00000888,0.00001105,160757.51383083,6.21284127,0.00003161,0.00018212
760,240122720,0.26937817,0.00000034,0.00000031,254115.18573211,0.26937989,0.00000041,0.00000034,275884.92077004,0.26937873,0.00000073,0.00000131
761,220402290,0.78524033,0.00000245,0.00000257,230619.67694673,0.78524579,0.00000960,0.00000159,220749.76725419,0.78524155,0.00000412,0.00000505
762,240155327,6.12253069,0.00103487,0.00100472,4605.52324219,6.12308005,0.00080326,0.00082614,4431.79356030,6.12283910,0.00100243,0.00093150
763,233576872,1.51760031,0.00006290,0.00006575,25296.80412674,1.51761872,0.00002235,0.00003606,25523.02729055,1.51761461,0.00004522,0.00004475
764,195549306,14.35688145,0.00904262,0.00947720,11427.20215090,14.36057816,0.01059246,0.01427744,10244.22721161,14.35859675,0.00975188,0.01186928
765,251858265,1.05737619,0.00011219,0.00011090,86791.96230760,1.05789992,0.00000000,0.00000000,87489.12240762,1.05737825,0.00011313,0.00010655
766,152592870,0.51385086,0.00000012,0.00000012,558978.15587231,0.51386146,0.00000018,0.00000017,3491544.39929277,0.51385088,0.00000013,0.00000022
767,152926069,0.80327960,0.00000757,0.00000722,42304.61993797,0.80325678,0.00000515,0.00000511,51518.08805064,0.80326950,0.00001463,0.00001411
768,233635280,NaN,0.00000044,0.00000046,NaN,1.37420813,0.00000222,0.00001321,158011673.38790575,1.37420813,0.00000222,0.00001321
769,196776171,2.42591061,0.00021849,0.00021428,13421.06543482,2.42534982,0.00015302,0.00011840,13436.28534054,2.42555801,0.00028074,0.00045650
770,155669153,4.88286877,0.00282570,0.00262982,13669.46020517,4.86922742,0.00027823,0.00550845,14757.74912217,4.87857384,0.00948366,0.00564315
771,219362976,15.95432428,0.00002885,0.00003260,98875.17322551,15.95431341,0.00004866,0.00005079,187350.23691653,15.95432157,0.00003640,0.00003812
772,232612416,4.36013683,0.00001683,0.00001559,137406.31592220,4.36013649,0.00006256,0.00009380,141668.70977755,4.36013674,0.00003363,0.00004090
773,159346490,0.58257660,0.00000008,0.00000007,21525828.60161183,0.58258295,0.00000000,0.00000000,23448474.49794222,0.58257660,0.00000008,0.00000007
774,240706234,NaN,0.00000006,0.00000006,NaN,0.23369266,0.00000007,0.00000010,1663402.09009115,0.23369266,0.00000007,0.00000010
775,229538190,0.73259514,0.00000323,0.00000316,43875091904.20690155,0.73260162,0.00000286,0.00000181,187055.41714971,0.73260162,0.00000288,0.00000181
776,252096958,1.16423103,0.00000009,0.00000009,771111.26977453,1.16423096,0.00000053,0.00000029,1343548.45170376,1.16423102,0.00000019,0.00000012
777,197570458,7.61917113,0.00061454,0.00060865,21129.93950313,7.61979212,0.00132482,0.00109534,21231.30890644,7.61937475,0.00084075,0.00101733
778,155884454,0.97974496,0.00004546,0.00004828,21907.00005191,0.97974590,0.00012492,0.00009052,21632.13293320,0.97974456,0.00007572,0.00006724
779,165721304,69.76916398,0.00000915,0.00000997,1086705.30764683,69.76888752,0.00011805,0.00013365,1983219.39487526,69.76915720,0.00028642,0.00001366
780,165725822,NaN,NaN,NaN,NaN,11.57381908,0.09444817,0.00561003,15577.95809904,11.57381908,0.09444817,0.00561003
781,165797593,0.36974745,0.00000992,0.00000977,49862.15391924,0.36972248,0.00001454,0.00001175,15144.47609675,0.36972685,0.00001630,0.00001828
782,252140076,1.70089859,0.00000126,0.00000118,4851216.59692191,1.70089970,0.00000103,0.00000102,1309092.80779675,1.70089950,0.00000121,0.00000108
783,252294709,7.85958425,0.00034097,0.00033299,133459.87283322,7.85859131,0.00077816,0.00005006,130568.21633703,7.85878704,0.00059047,0.00096099
784,220420534,1.83607343,0.00000066,0.00000067,2276330.24011711,1.83606519,0.00000043,0.00000042,3847014.85915779,1.83607290,0.00000779,0.00000099
785,268652258,0.25648777,0.00000007,0.00000007,703444.98486318,0.25648816,0.00000018,0.00000104,728583.36174378,0.25648787,0.00000014,0.00000074
786,268686000,0.44541427,0.00000057,0.00000060,49049.58225048,0.44541423,0.00000103,0.00000105,53268.93109357,0.44541426,0.00000077,0.00000078
787,219403686,0.76012870,0.00005812,0.00006243,9348.32670219,0.76019616,0.00005383,0.00007219,9293.86148409,0.76016462,0.00006971,0.00007286
788,165976940,NaN,0.00004513,0.00003353,NaN,5.93998515,0.00001844,0.00001934,3239854.19275849,5.93998515,0.00001844,0.00001934
789,199709055,3.05462347,0.00000174,0.00000171,249362.48453175,3.05462455,0.00002617,0.00002260,246778.41160035,3.05462353,0.00001106,0.00001156
790,149566964,4.81359549,0.00009644,0.00010143,25732.91572631,4.81365116,0.00016178,0.00013638,20082.88508655,4.81362172,0.00012464,0.00013267
791,252668569,0.46290927,0.00000012,0.00000011,1980793.05204615,0.46290843,0.00000012,0.00000011,1992906.76064620,0.46290889,0.00000052,0.00000044
792,256865831,4.06054424,0.00068346,0.00069501,8210.98881519,4.06034015,0.00036513,0.00008122,8219.51097020,4.06036233,0.00043384,0.00051494
793,240962482,4.47451098,0.00001131,0.00001224,125370.62934193,4.47447724,0.00002105,0.00001696,235479.64890433,4.47450370,0.00002932,0.00001642
794,268766053,6.61927881,0.00043691,0.00041495,12629.65129674,6.61988801,0.00022984,0.00019715,12516.33457651,6.61966843,0.00060094,0.00033474
795,268772301,NaN,0.00000424,0.00000427,NaN,1.42146846,0.00000112,0.00000116,1588659.50462633,1.42146846,0.00000112,0.00000116
796,241078868,0.34336268,0.00000055,0.00000035,62242.37637038,0.34337873,0.00000481,0.00000335,41820.41195352,0.34337398,0.00001147,0.00000685
797,270507305,1.22826693,0.00002551,0.00002570,28633.39379651,1.22827202,0.00004915,0.00003947,28621.80378880,1.22826844,0.00003438,0.00003309
798,155968973,0.34187969,0.00000036,0.00000040,48234.73294398,0.34187864,0.00000066,0.00000103,62751.09099594,0.34187947,0.00000106,0.00000053
799,229597404,6.37294621,0.00030184,0.00030075,40667.49945945,6.37237029,0.00000984,0.00000707,53613.22275906,6.37259820,0.00023202,0.00052686
800,159493588,0.35340631,0.00000009,0.00000009,20201487.62248298,0.35340744,0.00000014,0.00000014,20895138.70580352,0.35340653,0.00000026,0.00000097
801,231833061,26.18765451,0.00003518,0.00003340,267277.07737163,26.18672950,0.00007409,0.00004441,2366237.75771074,26.18765001,0.00004671,0.00003600
802,238197709,13.72067278,0.00161354,0.00162925,20916.54897446,13.72244301,0.00241778,0.00258435,21217.26058559,13.72143610,0.00200996,0.00245820
803,242799145,NaN,0.00005502,0.00005403,6568828.65014337,5.00146669,0.00001913,0.00001031,752145.94892488,5.00146673,0.00001925,0.00001036
804,238229705,31.47335728,0.00440863,0.00430907,20610.94775849,31.47417595,0.00445430,0.00529596,19556.09282193,31.47380688,0.00444372,0.00468005
805,52280468,1.13652575,0.00000384,0.00000367,16523.00900278,NaN,NaN,NaN,60807.98221186,1.13652575,0.00000379,0.00000366
806,200297691,NaN,0.00001189,0.00001443,NaN,6.97889898,0.00000270,0.00000257,27691833.40632695,6.97889898,0.00000270,0.00000257
807,233679640,4.39799564,0.00000073,0.00000062,43378571.91959867,4.39802819,0.00000048,0.00000052,41277652.12655113,4.39802729,0.00003200,0.00000116
808,229616860,5.69328282,0.00006287,0.00005554,28111.68509608,5.69330875,0.00005107,0.00005417,57009.26743065,5.69329181,0.00005903,0.00005565
809,161668117,15.63989882,0.00000848,0.00000768,16120590.26683766,15.63966595,0.00016687,0.00015948,19700338.93655871,15.63989027,0.00029236,0.00001419
810,200363295,0.75319519,0.00000007,0.00000008,13597024.63065688,0.75319081,0.00000010,0.00000010,10433527.97000652,0.75319093,0.00000018,0.00000428
811,149583965,0.46278448,0.00000204,0.00000204,25528.53468617,0.46278189,0.00000322,0.00000105,23552.45113628,0.46278270,0.00000263,0.00000269
812,269078565,NaN,0.00001576,0.00001449,NaN,2.45587873,0.00016604,0.00003746,608084.84002515,2.45587873,0.00016604,0.00003746
813,233681149,8.58596029,0.00019950,0.00019621,116198.80215517,8.58542659,0.00009848,0.00000000,118007.31795769,8.58582685,0.00047057,0.00027711
814,200373531,8.07726138,0.00128793,0.00130237,17142.38639780,8.07569961,0.00060994,0.00050721,13755.31861281,8.07605140,0.00078600,0.00168681
815,52641431,1.67128827,0.00000785,0.00000831,165567.61928247,1.67133162,0.00002152,0.00002577,163761.66619517,1.67130052,0.00001626,0.00004344
816,156074324,2.93499133,0.00000368,0.00000372,3686151.90792203,3.04766700,0.00021143,0.00015864,9576678.81075457,2.93505570,0.00005369,0.11256368
817,238742795,NaN,0.00003641,0.00003048,NaN,2.79890873,0.00007001,0.00003984,848175.81082299,2.79890873,0.00007001,0.00003984
818,156091346,2.31639786,0.00048152,0.00048747,22667.70721212,2.31659016,0.00091601,0.00088304,22667.87165565,2.31647013,0.00065566,0.00069408
819,52924466,37.27016116,0.00042640,0.00044322,69218.64751556,37.26921626,0.00539033,0.00081812,237753.61708460,37.27004953,0.00067698,0.00050040
820,243248327,1.26961329,0.00000001,0.00000001,4614182.68338551,1.26983269,0.00000531,0.00000812,6494815.30039637,1.26961347,0.00000015,0.00022162
821,149603524,NaN,0.00001556,0.00001547,2706433.83378218,8.82385417,0.00000345,0.00000425,308953.25745577,8.82385416,0.00000346,0.00000433
822,236387002,7.20098873,0.00004410,0.00004584,116205.15515388,7.20093670,0.00006294,0.00006249,99554.87413433,7.20096602,0.00006681,0.00005717
823,236445129,0.96901671,0.00008897,0.00008483,5747.26334968,0.96905697,0.00012544,0.00000009,5289.78978408,0.96903497,0.00010631,0.00002231
824,200440270,NaN,0.00001067,0.00001117,15969646.30031107,1.07890208,0.00002192,0.00003467,7486648.96499539,1.07890185,0.00002222,0.00003521
825,161687316,0.81644062,0.00008289,0.00008544,33624.49978909,0.81638125,0.00004797,0.00006549,9131.92247117,0.81639049,0.00005411,0.00007446
826,270622446,2.44504330,0.00000081,0.00000088,148061420.00344324,2.44276592,0.00000083,0.00000016,234732050.21553937,2.44504240,0.00227658,0.00000157
827,142791832,NaN,0.00002582,0.00002035,NaN,6.54143701,0.00000304,0.00000093,14494271.45259295,6.54143701,0.00000304,0.00000093
828,168426455,3.86754802,0.00065433,0.00068783,11196.95730217,3.86712866,0.00100052,0.00123844,11287.34382355,3.86739375,0.00090231,0.00088687
829,229679814,10.58141585,0.06029031,0.06113897,22033.40897278,7.45506902,0.00151647,0.00144504,16255.13934831,7.45762780,0.00389268,3.14307738
830,272532173,3.27397064,0.00000211,0.00000188,288160.36490340,3.27398869,0.00000470,0.00000181,473529.85868754,3.27397229,0.00000305,0.00001674
831,258177999,5.39668762,0.00012564,0.00011240,18977.05178772,5.39703551,0.00025076,0.00022569,19445.89447646,5.39679117,0.00018317,0.00035036
832,258271315,2.64390869,0.00029628,0.00029732,54344.42217258,2.64419154,0.00055133,0.00051267,53538.39203045,2.64401080,0.00038571,0.00047474
833,229687624,NaN,0.00000001,0.00000001,NaN,0.61760133,0.00000003,0.00000001,17352777.00054242,0.61760133,0.00000003,0.00000001
834,258351350,0.77294935,0.00000001,0.00000001,69685303.21481508,0.77294920,0.00000000,0.00000000,57561858.17307518,0.77294935,0.00000001,0.00000001
835,149833117,4.05258609,0.00017949,0.00017937,31381.48080780,4.05242373,0.00028100,0.00033022,31685.43842110,4.05252920,0.00026332,0.00023534
836,270742379,NaN,0.00001020,0.00000775,66891365.04467729,4.28984108,0.00000671,0.00001279,33883178.53919545,4.28984099,0.00000656,0.00001295
837,142865103,13.33539240,0.00031141,0.00027442,469629.82197808,13.33541428,0.00074859,0.00035860,548713.15564537,13.33539873,0.00045619,0.00031378
838,271013213,0.61954852,0.00003473,0.00003556,23235.63150807,0.61949067,0.00000000,0.00000013,23270.35620645,0.61952472,0.00003403,0.00004970
839,264540478,2.52685116,0.00000571,0.00000653,8875842.78146205,2.52758744,0.00007320,0.00001984,8472996.80211791,2.52745249,0.00060404,0.00014527
840,233735068,7.68682289,0.00004811,0.00005147,171238.78370318,7.68690421,0.00000015,0.00000081,172636.02658743,7.68690387,0.00010440,0.00000086
841,271040768,20.73595345,0.00169720,0.00167315,25129.96078532,20.73919614,0.00163714,0.00188317,30673.48169835,20.73737988,0.00237517,0.00260252
842,264594607,0.40841103,0.00001729,0.00001804,377842.93894730,0.40839048,0.00000698,0.00000918,54719.87696149,0.40839170,0.00000767,0.00001151
843,156376126,0.35184042,0.00000016,0.00000015,956116.64690718,0.35184458,0.00000010,0.00000010,880610.31267124,0.35184441,0.00000406,0.00000022
844,264615805,0.12010443,0.00000240,0.00000242,130756.17253195,0.12010508,0.00000077,0.00000046,138596.93039792,0.12010491,0.00000177,0.00000101
845,264679887,13.80474638,0.00819057,0.00823860,15011.20885706,13.83387946,0.00045432,0.00025079,14236.34438758,13.83302037,0.03190984,0.00098469
846,272609309,NaN,0.00000218,0.00000253,402761.14551071,1.55920427,0.00000079,0.00000078,458415.18398194,1.55920427,0.00000078,0.00000081
847,229740848,3.08612149,0.00008364,0.00007147,30079.75004466,NaN,NaN,NaN,31912.05910927,3.08612251,0.00008226,0.00007042
848,280110726,NaN,NaN,NaN,NaN,15.91949685,0.00495833,-0.00000000,8782.29277282,15.91949685,0.00495833,-0.00000000
849,269347089,8.25508130,0.00085663,0.00068670,345136.36136098,8.21936581,0.00026432,0.00734442,239712.27609279,8.22670464,0.00750485,0.02856866
850,169175441,0.47872260,0.00000117,0.00000145,34234.25731180,0.47872591,0.00000228,0.00000474,36813.88402387,0.47872382,0.00000195,0.00000424
851,269450900,4.65000077,0.00014605,0.00015760,28029.49801541,4.65061946,0.00035905,0.00048345,28958.15182456,4.65019040,0.00027067,0.00067175
852,269505148,0.52240220,0.00000041,0.00000040,590511.81079834,0.52232240,0.00000048,0.00000436,1986070.88354045,0.52240204,0.00007727,0.00000049
853,269562415,1.45450081,0.00000002,0.00000002,26327644362.82992935,NaN,NaN,NaN,27657944388.78498077,1.45450081,0.00000002,0.00000002
854,258773798,0.33646989,0.00000001,0.00000001,3984918.52700712,0.33646979,0.00000002,0.00000003,3787781.80300229,0.33646985,0.00000007,0.00000004
855,169396430,0.96524927,0.00003833,0.00005072,150108.65327776,NaN,NaN,NaN,232811.92083509,0.96524955,0.00003854,0.00004980
856,161744580,3.77190490,0.00000164,0.00000166,2139448.89718043,3.77188287,0.00000271,0.00000293,1444557.14273389,3.77188563,0.00000453,0.00001967
857,261677352,NaN,0.00000576,0.00000565,NaN,1.14674567,0.00000165,0.00000228,1032072.69043346,1.14674567,0.00000165,0.00000228
858,265353588,2.22726498,0.00003917,0.00004039,104711.07492827,2.22696981,0.00002003,0.00001936,87921.24332948,2.22699644,0.00003719,0.00028316
859,265489698,1.15544884,0.00000170,0.00000166,524143.64985079,1.15546815,0.00000134,0.00000089,404764.13988350,1.15546651,0.00001826,0.00000213
860,243391162,1.51711733,0.00001381,0.00001523,647609.30484241,1.51715092,0.00002078,0.00002624,644636.17054445,1.51713145,0.00002144,0.00003256
861,243391171,1.51698311,0.00000612,0.00000619,864166.04455101,1.51701801,0.00003478,0.00001794,818569.73087895,1.51698862,0.00001082,0.00003830
862,265579763,1.16770062,0.00018752,0.00017920,10124.27499038,1.16776893,0.00035580,0.00035116,10373.54827535,1.16772089,0.00024523,0.00026876
863,269609504,NaN,0.00000032,0.00000031,NaN,1.85892401,0.00000007,0.00000009,3800714.22410864,1.85892401,0.00000007,0.00000009
864,169467727,19.56507086,0.00145239,0.00177325,22647.64596698,19.56475350,0.00241951,0.00239922,21867.80825773,19.56492725,0.00187860,0.00204403
865,229750058,10.18266501,0.00047418,0.00047724,31518.03062143,10.18271282,0.00000000,0.00002418,31536.61139358,10.18272565,0.00039829,0.00028147
866,243642384,1.74611761,0.00031289,0.00031210,64987.62370182,1.74670445,0.00049444,0.00056964,66196.05089246,1.74634166,0.00042291,0.00063320
867,233866651,19.46439023,0.00005603,0.00006325,5756931.45799864,19.46574602,0.00609635,0.00292434,5310447.02694419,19.46440531,0.00185665,0.00284381
868,265767012,1.74360928,0.00000058,0.00000051,14388054.02237876,1.74260629,0.00000000,0.00000063,238067945.86147517,1.74360923,0.00000075,0.00000076
869,244163413,1.78804404,0.00000451,0.00000442,389191.25647644,1.78804665,0.00000731,0.00000656,422670.66964916,1.78804496,0.00000558,0.00000584
870,269696430,2.97872619,0.00004726,0.00004587,33192.03575107,2.97858235,0.00002462,0.00002597,26386.95506480,2.97861487,0.00004602,0.00012741
871,244208023,1.82278409,0.00000474,0.00000485,195871.56510846,1.82277708,0.00000676,0.00000593,225241.27209199,1.82278124,0.00000739,0.00000600
872,244250449,1.74609520,0.00000094,0.00000093,2025746.49940087,1.74605121,0.00000114,0.00000115,2429158.74536843,1.74609390,0.00004313,0.00000180
873,266735682,NaN,0.00000281,0.00000282,NaN,1.13523859,0.00000198,0.00000100,717617.44764952,1.13523859,0.00000198,0.00000100
874,272650576,16.25676651,0.00000196,0.00000206,15308956.26154508,16.25652218,0.00038462,0.00012902,15482054.54315825,16.25676270,0.00042130,0.00000509
875,266769521,0.53616074,0.00000009,0.00000009,12066458.61556102,0.53615478,0.00000130,0.00001024,6568610.82065949,0.53616063,0.00000674,0.00000131
876,156921656,4.34982383,0.00023615,0.00022089,23066.60474590,4.35381391,0.00230319,0.00065595,22385.48371511,4.35019623,0.00050152,0.00392640
877,266769522,0.53615636,0.00000009,0.00000008,15531875.13381080,0.53615793,0.00000587,0.00000017,8853315.02823884,0.53615640,0.00000242,0.00000165
878,157018051,NaN,0.00022495,0.00018441,NaN,15.08159257,0.00012288,0.00012486,35654.52118029,15.08159257,0.00012288,0.00012486
879,266770712,NaN,0.00000133,0.00000120,NaN,0.79045453,0.00000038,0.00000037,1045312.01344382,0.79045453,0.00000038,0.00000037
880,266816672,NaN,0.00000028,0.00000030,NaN,0.30312980,0.00000007,0.00000006,333932.09600850,0.30312980,0.00000007,0.00000006
881,143318403,0.72520227,0.00005573,0.00005421,10616.41809795,0.72524246,0.00007226,0.00007469,9890.21982152,0.72522005,0.00006401,0.00007078
882,157175641,NaN,0.00000012,0.00000012,NaN,0.37023042,0.00000005,0.00000004,10402398.62795129,0.37023042,0.00000005,0.00000004
883,245950209,0.99318670,0.00002478,0.00002677,29352.15911084,0.99311865,0.00000227,0.00003544,29524.36446476,0.99315895,0.00004138,0.00004149
884,234211934,1.06493318,0.00000173,0.00000181,283641.23346068,1.06492431,0.00000371,0.00000117,1558269.90515478,1.06493282,0.00000456,0.00000201
885,229766985,0.43135591,0.00000061,0.00000062,336666.52548988,0.43135601,0.00000099,0.00000163,348140.21967593,0.43135595,0.00000076,0.00000102
886,272672133,3.49385720,0.00031028,0.00075120,23381.28093227,3.49374067,0.00013577,0.00006191,22008.27672651,3.49375925,0.00016912,0.00042556
887,229771234,0.82095887,0.00000006,0.00000007,949657.00227371,0.82095829,0.00000007,0.00000008,905407.21154412,0.82095844,0.00000019,0.00000046
